Item ID,Inventory Balance,Items to Expire,$ Value of Transfer
190935,138.336,0.0,132.0
190937,10.2468,0.0,0.0
190941,73.1816,0.0,67.2625
190945,0.0,0.0,0.0
190946,0.0,0.0,0.0
190951,0.0,0.0,0.0
190954,0.0,0.0,0.0
190955,0.0,0.0,0.0
190956,0.0,0.0,0.0
190957,0.0,0.0,0.0
190958,0.0,0.0,0.0
190960,351.072,0.0,349.8
190961,0.0,0.0,0.0
190964,0.0,0.0,0.0
190981,0.0,0.0,0.0
190987,21.419999999999998,0.0,0.0
190990,0.0,0.0,316.67999999999995
190994,30.265299999999996,0.0,0.0
191002,0.0,0.0,0.0
191008,8.548399999999994,0.0,0.0
191009,0.0,0.0,0.0
191049,458.90000000000003,0.0,455.0
191050,592.4899999999999,0.0,492.25
191051,0.0,0.0,0.0
191054,0.0,0.0,0.0
191057,1399.8275,0.0,1230.5000000000002
191058,0.0,0.0,0.0
191059,336.9374999999999,0.0,303.75
191064,0.0,0.0,0.0
191065,0.0,0.0,0.0
191066,145.21416000000005,0.0,145.119
191276,514.42204,0.0,1325.8300000000002
191277,21237.68192,0.0,29415.68
191278,10403.14464,0.0,13706.728000000001
191279,1236.0263999999997,0.0,1623.6799999999998
191280,528.306,0.0,1508.9000000000003
191351,28095.605,0.0,26234.0
191381,142.6576,0.0,142.22
191402,0.0,0.0,0.0
191457,45.3726,0.0,0.0
191458,115.47899999999997,0.0,343.98
191459,32.26859999999999,0.0,57.33
191460,19.0008,0.0,0.0
191461,0.0,0.0,0.0
191533,3096.9749999999995,0.0,2359.6
191729,0.0,0.0,0.0
192072,0.0,0.0,0.0
192076,0.0,0.0,0.0
192233,11.552200000000003,0.0,0.0
192234,0.0,0.0,0.0
192235,3.3748,0.0,0.0
192236,0.0,0.0,0.0
192240,0.0,0.0,0.0
192259,0.0,0.0,0.0
192293,7.680000000000007,0.0,0.0
192302,0.0,0.0,0.0
192306,0.0,0.0,0.0
192314,0.0,0.0,0.0
192323,71.98649999999998,0.0,1461.72375
192598,0.0,0.0,0.0
192762,0.0,0.0,0.0
192809,0.0,0.0,0.0
192852,0.0,0.0,0.0
192853,0.0,0.0,0.0
192862,0.0,0.0,0.0
192930,0.0,0.0,0.0
193057,0.0,0.0,808.0799999999999
193058,0.0,0.0,0.0
193147,624.6408000000001,0.0,587.44
193255,44.02665,0.0,0.0
193258,10.704000000000004,0.0,0.0
193294,21511.83,0.0,21204.0
193325,66466.975,0.0,65777.5
