Item ID,Inventory Balance,Items to Expire,$ Value of Transfer
193342,0.0,0.0,0.0
193356,3180.5999999999995,0.0,930.0
193382,8.81,0.0,0.0
193455,1999.5922175999997,0.0,1961.81488
193456,128.99800799999997,0.0,128.71439999999998
193495,794.4525000000001,0.0,790.5
193512,0.0,0.0,0.0
193532,3.024599999999996,0.0,0.0
193534,31.071599999999997,0.0,0.0
193617,82.59600000000002,137.66,137.66
193836,109410.62999999999,0.0,108045.0
193931,251.74999999999994,0.0,190.0
193952,5.420799999999998,0.0,0.0
193962,1659.154,0.0,2900.7999999999997
193966,1421.9920000000002,0.0,1144.0000000000002
193969,91.53990000000005,0.0,0.0
193972,581.4324000000001,0.0,469.97999999999996
193974,1053.9488000000001,0.0,954.88
193976,852.1919999999998,0.0,633.6
193994,146.8506,0.0,112.56
194004,0.0,0.0,0.0
194092,652.565275,0.0,637.57
194112,44.8578,0.0,0.0
194157,354.38480000000004,0.0,345.18
194395,147.665,0.0,147.0
194405,34.71060000000001,0.0,0.0
194410,142.67200000000003,0.0,140.60000000000002
194733,0.0,286.77,286.77
194734,60.75600000000003,0.0,0.0
194751,0.0,0.0,0.0
194756,1154.8089,0.0,979.29
194775,5.819999999999979,0.0,0.0
194889,0.0,0.0,0.0
194898,1577.7999999999995,0.0,1470.0
195221,1775.999999999999,0.0,1200.0
195340,950.6060000000002,0.0,942.1800000000001
195699,0.0,0.0,0.0
195730,748.1257999999999,0.0,732.53
195734,346.94984260000007,0.0,187.20572
195735,0.0,0.0,0.0
195784,0.0,0.0,0.0
196000,4348.96,0.0,3872.0
196001,0.0,0.0,0.0
196106,0.0,0.0,0.0
196258,2244.1559999999995,0.0,2053.8999999999996
196286,120.64000000000011,0.0,113.10000000000001
196408,0.0,0.0,0.0
196433,0.0,0.0,0.0
196436,0.0,0.0,0.0
196464,0.0,0.0,0.0
196501,0.0,0.0,0.0
196598,14.41999999999999,0.0,0.0
196599,0.0,0.0,0.0
196627,0.0,0.0,0.0
196628,0.0,0.0,0.0
196629,119.89200000000065,0.0,0.0
196630,1016.0846999999994,0.0,899.19
196631,24.5140000000001,0.0,0.0
196657,0.0,0.0,0.0
196682,157.64780000000002,0.0,75.62
196766,0.0,0.0,0.0
196785,190.39999999999958,0.0,0.0
196826,948.1256000000001,0.0,904.7
196827,2209.459100000001,0.0,1486.85
196835,3776.16,0.0,3776.16
196855,0.0,12600.0,0.0
196917,6702.036399999998,0.0,8178.1
196918,858.3719999999995,0.0,1584.4
196919,7921.670399999999,0.0,7596.84
196920,2754.4164,0.0,2677.44
196921,51005.72160000001,0.0,48744.0
196922,22203.120000000003,0.0,22152.0
196923,2463.8208000000004,0.0,1649.88
196924,0.0,0.0,0.0
196927,146.48700000000002,0.0,88.78
196968,0.0,0.0,0.0
197082,0.0,0.0,0.0
197663,0.0,0.0,0.0
197664,17.193000000000005,0.0,0.0
197831,389.75999999999965,0.0,0.0
198067,0.0,0.0,0.0
198071,0.0,0.0,0.0
198148,18.572400000000016,0.0,0.0
198149,17.403700000000022,0.0,0.0
198150,135.06840000000003,22.07,132.42000000000002
198215,0.0,0.0,0.0
198282,3145.2312919999995,0.0,3128.0045999999998
198284,16166.820416,0.0,19763.221800000003
198285,0.0,0.0,0.0
198607,1066.156,0.0,1014.9999999999999
198615,494.5379999999999,0.0,647.7
199251,0.0,0.0,0.0
199342,1701.0000000000018,0.0,1260.0
199364,0.0,0.0,0.0
199409,0.0,0.0,0.0
199410,0.0,0.0,0.0
199411,0.0,0.0,0.0
199413,0.0,0.0,0.0
199414,0.0,0.0,0.0
199415,0.0,0.0,0.0
199437,154.63,0.0,141.0
199451,0.0,0.0,0.0
199535,0.0,0.0,0.0
199782,18.21,18.21,0.0
199802,1785.9600000000005,3267.0,3267.0
199893,4.632600000000001,0.0,143.39
199904,17.400000000000002,0.0,0.0
199905,0.0,0.0,0.0
199929,28.354950000000002,0.0,0.0
199930,0.0,0.0,0.0
199931,120.5568,0.0,99.4175
199932,7.32340000000003,0.0,0.0
200096,27200.800000000003,0.0,24200.0
200108,0.0,0.0,130.0
200109,0.0,0.0,0.0
200280,0.0,0.0,0.0
200408,4936.275,0.0,0.0
200409,7439.175000000002,0.0,0.0
200715,0.0,0.0,0.0
200742,929.205,0.0,918.0
200919,0.0,0.0,0.0
200978,314.64000000000027,0.0,0.0
200995,0.0,0.0,0.0
200996,3887.0000000000036,0.0,0.0
201045,59918.03999999999,0.0,58590.0
201194,0.0,4950.0,4950.0
201201,0.0,4950.0,4950.0
201202,0.0,123750.0,123750.0
201242,95.50439999999996,0.0,387.18
201244,697.5500000000001,0.0,697.5500000000001
201579,0.0,0.0,0.0
201659,0.0,0.0,0.0
201681,1441.3568,0.0,1385.92
201908,191.543,0.0,0.0
201936,436.8,0.0,360.0
201947,245.62999999999985,0.0,0.0
202131,5876.499999999999,0.0,3450.0
202361,0.0,0.0,0.0
202567,0.0,0.0,0.0
202869,184.896,0.0,0.0
202905,25196.8526,0.0,24864.879999999997
203688,10850.012000000006,0.0,10377.650000000001
204373,430.82759999999996,249.89999999999998,0.0
204374,47.5134,60.72,60.72
204447,0.0,0.0,0.0
204866,84.49440000000001,273.15000000000003,0.0
205156,4437.238800000002,27814.550000000003,27814.550000000003
205219,0.0,0.0,0.0
205261,0.0,0.0,0.0
205702,0.0,0.0,0.0
205798,0.0,0.0,0.0
206269,436.4800000000007,0.0,352.0
206354,221.76,0.0,118.80000000000001
206360,0.0,0.0,0.0
206639,0.0,3255.0,3255.0
206693,0.0,0.0,2040.0
206785,6078.000000000002,0.0,5800.0
206789,0.0,0.0,0.0
206874,0.0,0.0,0.0
206875,0.0,0.0,0.0
206876,0.0,0.0,5172.0
206880,0.0,0.0,0.0
206881,218.4000000000002,0.0,0.0
206883,1518.4399999999998,0.0,862.75
207017,1095.0400000000002,0.0,944.0
207023,5904.0,0.0,5904.0
207073,323.832,0.0,320.95
207074,216.54299999999995,0.0,170.29999999999998
207075,1172.4499999999998,0.0,1126.6
207076,1.7029999999999985,0.0,0.0
207077,0.0,0.0,0.0
207101,0.0,0.0,0.0
207123,4100.0,0.0,3750.0
207200,0.0,0.0,0.0
207239,0.0,0.0,0.0
207247,0.0,0.0,0.0
207533,0.0,0.0,0.0
207630,996.875,0.0,11550.0
207635,259.36560000000003,0.0,249.39000000000001
207731,0.0,0.0,0.0
207747,21267.1153,0.0,21229.120000000003
207770,0.0,0.0,0.0
207926,0.0,0.0,0.0
208199,523.6,0.0,510.0
208200,0.0,0.0,0.0
208441,237.48,0.0,237.48
208496,4133.360000000001,0.0,4087.0
208558,0.0,0.0,0.0
208564,0.0,0.0,0.0
208617,3499.6608000000006,0.0,3329.28
208851,1567.5,0.0,1520.0
208976,64.82760000000002,783.03,783.03
208977,1606.8504000000003,109.26,1256.49
208981,242.90279999999996,1374.45,1374.45
208985,17.153399999999998,409.86,341.54999999999995
208987,72.60239999999997,0.0,64.44
209380,76.21414999999999,0.0,570.75
209401,147.70500000000007,0.0,129.0
209413,0.0,0.0,450.0
209414,79.2,0.0,0.0
210005,41.80799999999999,0.0,710.2
210006,7203.17,0.0,9835.6
210007,4707.956,0.0,4690.0
210008,1067.5779999999997,0.0,3001.6000000000004
210009,82.54400000000001,0.0,442.20000000000005
210150,0.0,0.0,1190.7
210236,13323.75,0.0,13323.75
210237,0.0,0.0,0.0
210238,0.0,0.0,0.0
16297,0.0,0.0,0.0
16301,0.0,0.0,0.0
16303,0.0,0.0,0.0
16304,0.0,0.0,0.0
16306,0.0,0.0,0.0
16418,0.0,0.0,0.0
16512,0.0,0.0,0.0
16558,73.40479999999995,0.0,65.54
16757,0.0,0.0,0.0
16795,812.0406,0.0,786.48
16828,0.0,0.0,0.0
16831,0.0,0.0,0.0
16893,0.0,0.0,0.0
16894,0.0,0.0,0.0
16969,0.0,0.0,0.0
16999,0.0,0.0,0.0
17008,0.0,0.0,0.0
17009,48.200320000000005,0.0,0.0
17016,80.57880000000002,0.0,0.0
17075,0.0,0.0,0.0
17145,0.0,0.0,0.0
17147,0.0,0.0,0.0
17149,7.502880000000002,0.0,0.0
17151,10.231200000000001,0.0,0.0
17168,0.0,0.0,0.0
17174,0.0,0.0,0.0
17301,200.75887999999998,0.0,193.256
17302,0.0,0.0,0.0
17369,0.0,0.0,0.0
17381,0.0,0.0,0.0
19129,2276.529,0.0,2104.8199999999997
26240,1287.6,0.0,1252.8
26510,0.0,0.0,0.0
26851,0.0,0.0,0.0
26910,0.0,0.0,0.0
26972,0.0,0.0,0.0
27077,0.0,0.0,0.0
34676,0.0,0.0,0.0
35225,0.0,0.0,0.0
35420,0.0,0.0,0.0
36287,0.0,0.0,0.0
37147,0.0,0.0,0.0
39063,0.0,0.0,0.0
39461,492.072,0.0,487.19999999999993
39636,0.0,0.0,0.0
39666,0.0,9.03,0.0
39670,0.0,0.0,0.0
39672,0.0,0.0,0.0
40499,0.0,0.0,0.0
40980,0.0,0.0,0.0
40983,0.0,0.0,0.0
40998,266.7082,0.0,249.26
41026,0.0,0.0,0.0
43546,0.0,0.0,0.0
46575,0.0,0.0,0.0
46829,0.0,0.0,0.0
46831,0.0,0.0,0.0
46845,1.3177600000000014,0.0,0.0
46848,0.0,0.0,0.0
46868,348.8410000000001,0.0,266.8
47146,0.0,0.0,0.0
47148,0.0,0.0,0.0
47161,0.0,0.0,0.0
47162,0.0,0.0,0.0
47225,296.1480000000001,0.0,266.8
47248,0.0,0.0,0.0
57038,0.0,0.0,0.0
61065,395.52,0.0,395.52
61079,0.0,0.0,146.88
61238,0.0,0.0,211.2
62504,0.0,0.0,0.0
63562,363.4948,0.0,345.09000000000003
64495,0.0,0.0,0.0
64526,0.0,0.0,0.0
64890,247.2228,0.0,228.91
68864,36.96479999999998,0.0,0.0
74313,0.0,0.0,0.0
75452,0.0,0.0,0.0
75474,474.785,0.0,458.9
78542,0.0,0.0,0.0
78736,33.99032,0.0,0.0
79185,0.0,0.0,0.0
79187,24.100160000000002,0.0,0.0
100224,0.0,0.0,0.0
100227,0.0,0.0,0.0
100990,1624.0,1218.0,1624.0
101460,0.0,0.0,0.0
101826,0.0,0.0,0.0
101827,0.0,0.0,0.0
101829,0.0,0.0,0.0
102752,0.0,0.0,0.0
104057,36.04700000000005,0.0,0.0
104722,131.08,0.0,131.08
104819,0.0,0.0,0.0
104820,0.0,0.0,0.0
104821,0.0,0.0,0.0
104822,77.05763999999998,0.0,70.17999999999999
104850,0.0,0.0,0.0
104853,0.0,0.0,600.3000000000001
106170,0.0,0.0,0.0
106488,0.0,0.0,0.0
106708,3962.559999999999,0.0,3857.0
107118,0.0,0.0,0.0
107639,0.0,0.0,0.0
109199,0.0,0.0,0.0
109485,9.09440000000001,0.0,0.0
109763,0.0,0.0,0.0
111043,0.0,0.0,0.0
112334,240.464,0.0,221.48000000000002
115049,0.0,0.0,0.0
115136,0.0,0.0,0.0
116168,0.0,0.0,0.0
116602,0.0,0.0,0.0
116981,0.0,0.0,0.0
117607,0.0,0.0,0.0
121714,12.879999999999992,0.0,0.0
123516,0.0,0.0,0.0
125094,63.892799999999994,0.0,50.112
126427,698.9000000000001,0.0,652.5
127081,0.0,0.0,0.0
127800,0.0,0.0,0.0
127801,0.0,0.0,0.0
128045,0.0,0.0,0.0
128046,0.0,0.0,0.0
128240,0.0,0.0,0.0
128586,0.0,0.0,0.0
128682,0.0,0.0,0.0
128822,1258.6000000000006,24.36000000000002,1218.0
129064,0.0,0.0,0.0
132299,0.0,0.0,0.0
132523,450.6600000000003,0.0,406.0
132524,3215.5199999999995,0.0,3045.0
132525,182.6999999999996,0.0,0.0
132526,178.6399999999998,0.0,0.0
132528,2614.6399999999994,0.0,2233.0
132529,365.0,0.0,0.0
133229,0.0,0.0,0.0
134422,0.0,0.0,0.0
136225,1369.9608,0.0,1163.3700000000001
137042,0.0,0.0,0.0
137759,0.0,0.0,0.0
137843,0.0,0.0,0.0
138712,318.36000000000007,1193.8500000000001,1193.8500000000001
141810,5174.558999999999,0.0,5148.0
142878,0.0,0.0,0.0
149366,0.0,0.0,0.0
151372,0.0,0.0,0.0
152652,0.0,0.0,0.0
155313,270.18600000000004,0.0,264.59999999999997
155612,0.0,0.0,1010.4
155623,0.0,0.0,0.0
156442,0.0,0.0,0.0
156929,1095.424,0.0,933.5999999999999
156990,0.0,0.0,0.0
156991,51.96799999999996,0.0,0.0
157373,0.0,0.0,0.0
157586,0.0,0.0,0.0
157594,0.0,0.0,0.0
157671,0.0,0.0,0.0
159125,303.6000000000001,0.0,264.0
159759,0.0,0.0,0.0
159766,0.0,0.0,0.0
159903,0.0,0.0,0.0
160231,0.0,0.0,0.0
160285,0.0,0.0,0.0
160298,0.0,0.0,0.0
160313,0.0,0.0,0.0
160865,0.0,0.0,0.0
161011,0.0,0.0,0.0
161803,0.0,0.0,0.0
166012,0.0,0.0,0.0
166014,0.0,0.0,0.0
166015,0.0,0.0,0.0
166203,96.89945999999999,0.0,75.73440000000001
166598,1320.4048,0.0,1266.72
166865,510.00000000000006,0.0,4250.0
167145,0.0,0.0,0.0
167464,0.0,0.0,0.0
168346,297.5616000000002,0.0,0.0
169859,0.0,0.0,0.0
169860,0.0,0.0,0.0
171603,0.0,0.0,0.0
171605,0.0,0.0,0.0
176587,3659.8499999999995,0.0,3510.0
176622,2111.2000000000003,0.0,2030.0
176623,1823.3599999999992,924.0,1540.0
179031,2734.1600000000008,0.0,2574.0
179480,0.0,0.0,0.0
179481,0.0,0.0,0.0
179482,1109.576,0.0,977.6
179506,0.0,0.0,0.0
180057,0.0,0.0,0.0
180839,157.17000000000002,0.0,156.0
181024,0.0,0.0,0.0
183246,27324.85,0.0,23480.0
183386,462.69999999999993,0.0,455.0
183481,0.0,0.0,0.0
184264,0.0,0.0,0.0
187390,953.1880000000001,0.0,843.2
189985,0.0,0.0,0.0
190002,48.914,0.0,0.0
190004,0.0,0.0,0.0
190992,0.0,0.0,0.0
191003,2785.8215999999998,0.0,2707.2
191306,0.0,0.0,0.0
191493,0.0,0.0,0.0
192238,0.0,0.0,58.410000000000004
192948,0.0,0.0,0.0
193095,25.024000000000022,0.0,0.0
193261,120.63925999999994,0.0,260.81399999999996
193318,0.0,0.0,104.02
194796,616.5754999999999,0.0,561.8
195291,2434.6079999999997,0.0,2394.54
195731,688.62894,0.0,630.309
195732,490.80725340000004,0.0,488.95322999999996
196036,3239.88,0.0,3045.0
196100,5.960000000000001,0.0,0.0
196558,56729.00000000001,0.0,54400.0
196602,871.8479999999994,0.0,726.54
197821,0.0,0.0,0.0
198625,0.0,0.0,0.0
199108,0.0,0.0,6237.0
200779,0.0,0.0,0.0
201524,0.0,0.0,83.13
202061,2160.0000000000005,0.0,0.0
202417,4988.5199999999995,0.0,0.0
203160,0.0,0.0,0.0
203635,0.0,0.0,0.0
203768,0.0,0.0,0.0
203772,0.0,0.0,0.0
205165,0.0,0.0,744.0
207814,0.0,0.0,0.0
210184,4.0957,0.0,0.0
16766,0.0,0.0,0.0
35615,0.0,0.0,0.0
35832,188.7639999999999,0.0,184.16
43800,0.0,0.0,0.0
62966,0.0,0.0,0.0
65533,0.0,0.0,0.0
76758,0.0,0.0,0.0
102328,0.0,0.0,0.0
106476,18.414,0.0,50.22
107403,0.0,0.0,0.0
128192,0.0,0.0,0.0
132520,0.0,609.0,609.0
141828,0.0,0.0,0.0
141910,0.0,0.0,0.0
156279,0.0,0.0,0.0
160443,297.6000000000001,0.0,240.0
160445,0.0,0.0,0.0
160446,1128.0,0.0,1100.0
160448,0.0,0.0,0.0
173295,0.0,0.0,0.0
177086,0.0,0.0,0.0
177529,0.0,0.0,0.0
179646,50.48,0.0,50.48
187690,80.93619999999999,0.0,68.59
188336,577.2800000000005,0.0,541.2
189110,0.0,0.0,0.0
192960,2265.120000000001,0.0,1452.0
192961,3009.6000000000004,0.0,2640.0
192963,116.16000000000011,0.0,0.0
192964,3009.6000000000004,0.0,2640.0
192965,1689.6000000000004,0.0,1320.0
196197,451.13600000000025,0.0,425.6
196200,0.0,0.0,0.0
197471,0.0,0.0,0.0
197472,0.0,0.0,0.0
197815,71.99999999999993,0.0,0.0
198350,0.0,0.0,0.0
201019,0.0,0.0,0.0
208094,2620.2585,0.0,2562.6
208095,0.0,0.0,0.0
2696,0.0,0.0,182.0
3067,0.0,283.14000000000004,246.84
3164,7.271000000000006,508.96999999999997,508.96999999999997
3203,26.880000000000003,1554.0,1470.0
11137,787.3600000000001,0.0,0.0
16041,0.0,0.0,0.0
16282,0.0,0.0,0.0
16401,22.041599999999995,0.0,0.0
16631,58.344000000000015,0.0,0.0
16769,204.08960000000002,0.0,183.04
16770,304.7616,0.0,343.2
16771,5268.5776000000005,0.0,5170.88
16772,70.0128,0.0,0.0
16773,8989.780799999999,0.0,8923.199999999999
16774,49.649599999999985,0.0,0.0
16775,242.7568,0.0,228.79999999999998
16776,0.0,0.0,0.0
16777,54.2256,0.0,0.0
16778,0.0,0.0,0.0
16779,943.6220000000001,433.6,894.3
16780,2610.379199999999,0.0,2516.8
16783,0.0,0.0,0.0
16848,0.0,0.0,0.0
16958,468.3536,0.0,411.84
17092,256.94239999999996,0.0,205.92000000000002
17122,48.259200000000014,0.0,0.0
17183,8339.760000000002,0.0,8305.439999999999
17194,71.61440000000002,0.0,68.64
17195,6270.721600000001,0.0,6177.6
17196,145.288,0.0,137.28
17197,6330.895999999999,0.0,6269.12
17198,10.753600000000004,0.0,0.0
17200,148.9488,0.0,91.52
17201,3594.6767999999997,0.0,3454.8799999999997
17202,56.05600000000002,0.0,0.0
17203,10.753600000000004,0.0,0.0
17204,3748.4303999999997,0.0,3706.56
17205,276.39040000000006,0.0,274.56
17206,2451.1344,0.0,2425.2799999999997
17207,5375.656,0.0,5331.04
17208,35.69279999999999,0.0,0.0
17209,9438.6864,0.0,9380.8
17210,9589.694399999998,0.0,9540.960000000001
17211,23.7952,0.0,0.0
17212,215.50099999999998,0.0,200.2
17213,5748.8288,0.0,5697.12
17214,6855.763199999999,0.0,6818.24
17215,50.79360000000001,0.0,0.0
17216,7935.928,0.0,7916.48
17217,4253.620800000001,0.0,4209.92
17218,5174.7696,0.0,5102.240000000001
17219,6765.844799999999,0.0,6703.84
17220,683.8832,0.0,640.64
17221,257.62879999999996,0.0,160.16
17222,25.854399999999995,0.0,0.0
17223,4772.0816,0.0,4713.28
17224,3768.336,0.0,3706.5599999999995
17225,317.3456,0.0,274.56
17226,328.3279999999999,0.0,274.56
17227,0.0,0.0,0.0
17228,24.25279999999999,0.0,0.0
17229,381.6384,0.0,320.32
17230,0.0,0.0,0.0
17231,46.446400000000004,0.0,0.0
17232,170.22719999999998,0.0,160.16
17233,101.816,0.0,0.0
17234,303.52000000000004,0.0,298.1
17235,7182.9472000000005,0.0,7115.679999999999
17236,102.16700000000009,0.0,81.30000000000001
17237,249.39200000000002,0.0,228.8
17238,0.0,0.0,0.0
17239,48.90599999999999,0.0,0.0
17240,194.93760000000006,0.0,183.04
17241,11.8976,0.0,0.0
17242,2748.3455999999996,0.0,2608.32
17244,0.0,0.0,0.0
17245,3414.1536,0.0,3363.36
17246,13.956799999999996,0.0,0.0
17247,2539.9088000000006,0.0,2471.04
17248,138.6528,0.0,91.52
17249,80.9952,0.0,68.64
17250,898.9552,0.0,869.4399999999999
17251,0.9152000000000008,0.0,0.0
17252,592.1343999999999,0.0,434.71999999999997
17253,162.2192,0.0,0.0
17254,4884.1936000000005,0.0,4850.5599999999995
17256,12.870000000000003,0.0,0.0
17257,34.606,0.0,0.0
17258,8.465599999999991,0.0,0.0
17260,29.601000000000006,0.0,0.0
17261,216.788,0.0,128.7
17262,91.51999999999998,0.0,0.0
17263,5677.6720000000005,0.0,5605.599999999999
17264,1143.3136,0.0,1098.24
17265,666.952,0.0,526.24
17266,0.0,0.0,0.0
17267,0.9152000000000008,0.0,0.0
17268,47.13279999999999,0.0,0.0
17269,80.99520000000001,0.0,68.64
17270,36.8368,0.0,0.0
17271,5522.7744,0.0,5399.679999999999
17272,136.3648,0.0,68.64
17273,8803.9952,0.0,8671.52
17274,6762.184,0.0,6703.84
17275,239.09599999999995,0.0,205.92000000000002
17276,33.6336,0.0,0.0
17277,3746.8288000000002,0.0,3683.68
17278,908.7936,0.0,846.56
17279,4954.8928,0.0,4919.2
17281,93.1216,0.0,91.52
17282,220.792,0.0,160.16
17283,3857.1104,0.0,3820.96
17284,274.84600000000006,0.0,228.8
17285,481.39520000000005,0.0,457.6
17286,68.18239999999999,0.0,0.0
17287,0.0,0.0,0.0
17288,0.0,0.0,0.0
17289,0.0,0.0,0.0
17290,151.46560000000002,0.0,68.64
17291,4760.641599999999,0.0,4713.28
17292,3911.1071999999995,0.0,3798.08
17293,250.30719999999997,0.0,228.8
17294,3.2031999999999976,0.0,0.0
17295,2688.6288,0.0,2654.08
17296,481.6239999999999,0.0,434.71999999999997
17298,3629.9120000000003,0.0,3546.4
17300,0.0,0.0,0.0
17311,0.0,0.0,0.0
17347,1184.0399999999997,0.0,1121.12
17348,32.489599999999996,0.0,0.0
17370,0.0,0.0,0.0
18012,0.0,0.0,0.0
18020,3.3488,6.44,0.0
18055,2.1252000000000004,6.44,0.0
18064,0.0,35.76,0.0
18071,0.0,6.44,0.0
18138,0.0,6.44,0.0
18340,21440.685599999997,0.0,21355.71
19116,0.0,0.0,0.0
20071,0.0,0.0,0.0
23004,0.0,87.84,0.0
26115,22.011900000000008,0.0,0.0
26178,0.0,0.0,0.0
26666,0.0,0.0,0.0
26992,0.0,0.0,0.0
29316,0.0,0.0,0.0
29373,299.1132,0.0,174.92
30441,45.5,0.0,0.0
31508,0.0,0.0,0.0
32047,26.455000000000002,0.0,0.0
32828,11.47600000000001,0.0,0.0
34631,0.0,0.0,0.0
35223,0.0,0.0,0.0
35227,60.84,0.0,60.84
35229,0.0,0.0,0.0
35232,0.0,0.0,0.0
35959,0.0,0.0,0.0
35992,0.0,0.0,0.0
36011,0.0,0.0,0.0
36080,0.0,0.0,0.0
36631,0.0,0.0,0.0
36711,0.0,0.0,0.0
37213,0.0,0.0,0.0
37974,0.0,0.0,0.0
37991,0.0,0.0,0.0
38537,7.065902,0.0,0.0
38563,0.0,0.0,0.0
39548,0.0,0.0,0.0
40911,285.686,0.0,282.20000000000005
40967,0.0,0.0,0.0
41101,0.0,0.0,0.0
41522,0.0,0.0,0.0
42263,0.0,0.0,0.0
42735,131.4,0.0,73.0
43199,28.1014,0.0,0.0
43254,0.0,0.0,0.0
43358,2.1398,0.0,0.0
43443,0.0,0.0,0.0
45686,0.0,0.0,0.0
45699,0.0,0.0,0.0
45702,0.0,0.0,0.0
45729,112.41480000000004,0.0,0.0
45798,0.0,0.0,0.0
45857,12.010199999999989,0.0,0.0
45884,18.2444,80.49,0.0
45911,40.575,64.92,0.0
45921,0.0,113.61000000000001,0.0
48173,0.0,0.0,0.0
48231,0.0,0.0,0.0
48830,267.6674,0.0,187.18
48884,0.0,0.0,0.0
48964,0.0,0.0,0.0
50054,0.0,0.0,0.0
53687,87.26104600000001,0.0,54.660000000000004
53856,0.0,0.0,0.0
56164,554.1536,0.0,526.24
56248,0.0,0.0,0.0
56511,1199.5983999999999,0.0,1144.0
56583,84.22700000000002,0.0,71.5
56798,0.0,0.0,0.0
56869,0.0,0.0,0.0
57133,0.0,0.0,0.0
57193,423.56600000000003,0.0,371.8
57233,0.0,0.0,0.0
57245,337.04580000000004,0.0,185.19
57253,160.30299999999997,0.0,0.0
57293,80.30879999999999,0.0,0.0
57294,150.55040000000002,0.0,114.39999999999999
57333,0.0,0.0,0.0
57334,45.11100000000002,0.0,0.0
57452,0.0,0.0,0.0
57482,0.0,0.0,0.0
57531,10.973199999999991,0.0,0.0
60012,0.0,0.0,0.0
60687,0.0,554.98,554.98
60702,0.0,0.0,0.0
61062,620.6464000000001,0.0,535.04
61066,206.6555,0.0,69.27
61067,82.69460000000001,0.0,132.10000000000002
61184,112.39074,0.0,105.417
61352,0.0,0.0,0.0
61385,0.0,0.0,0.0
61412,0.0,0.0,0.0
61560,0.0,0.0,0.0
61577,0.0,0.0,0.0
62881,0.0,0.0,0.0
63216,146.8019999999999,0.0,113.8
63893,0.0,0.0,0.0
64021,0.0,0.0,0.0
64219,0.0,0.0,0.0
64806,299.07900000000006,604.2,604.2
64962,0.0,0.0,0.0
64967,144.00100000000003,0.0,57.2
64969,27.742000000000008,0.0,0.0
64971,44.759000000000015,0.0,0.0
64978,29.172,0.0,0.0
65436,478.50000000000017,0.0,440.0
65716,0.0,0.0,0.0
66047,0.0,0.0,0.0
66071,0.0,0.0,0.0
67349,0.0,0.0,0.0
67684,690.0096000000001,0.0,634.2
70508,0.0,0.0,0.0
72013,0.0,0.0,0.0
72043,0.0,0.0,0.0
72912,0.0,0.0,0.0
73532,11562.239033799997,0.0,11327.45185
73533,4184.9763392,0.0,4119.0712
74451,0.0,0.0,0.0
74466,0.0,0.0,0.0
75664,0.0,0.0,0.0
76532,75.9616,0.0,0.0
76533,23.7952,0.0,0.0
76535,157.64319999999995,0.0,114.39999999999999
76536,0.0,0.0,0.0
76548,0.0,0.0,0.0
76557,0.0,0.0,0.0
76566,0.0,0.0,0.0
76567,57.199999999999996,0.0,0.0
76575,46.6752,0.0,0.0
76577,63.60640000000001,0.0,0.0
76578,122.17919999999998,0.0,114.39999999999999
76579,33.404799999999994,0.0,0.0
76580,303.6176,0.0,251.67999999999998
76583,0.0,0.0,0.0
76584,161.7616,0.0,160.16
76589,48.734400000000015,0.0,0.0
76590,35.69279999999999,0.0,0.0
77253,68.4112,0.0,0.0
77279,0.0,0.0,0.0
77286,101.673,0.0,100.10000000000001
77289,7.436000000000001,0.0,0.0
77315,15.444000000000003,0.0,0.0
77321,7790.783,0.0,7736.300000000001
77334,27.026999999999997,0.0,0.0
78732,0.0,0.0,0.0
78745,32.74699999999999,0.0,0.0
78769,0.0,0.0,0.0
78882,0.0,0.0,0.0
78885,0.0,0.0,0.0
78886,0.0,0.0,0.0
78955,882.739,0.0,829.4
79718,0.0,0.0,0.0
80261,0.0,0.0,0.0
80264,14.872000000000002,0.0,0.0
80266,6054.906,0.0,5991.7
80270,0.0,0.0,0.0
80283,8.722999999999999,0.0,0.0
80287,43.32900000000001,0.0,0.0
80292,0.0,0.0,0.0
100378,0.0,1086.4,1086.4
100513,0.0,238.38,238.38
101228,0.0,0.0,0.0
101379,0.0,0.0,0.0
101506,240.669,0.0,214.5
101509,0.0,0.0,0.0
101512,77.64900000000002,0.0,71.5
101514,0.0,0.0,0.0
101615,0.0,0.0,0.0
101616,584.727,0.0,514.8
101618,2.001999999999999,0.0,0.0
101996,12.870000000000003,0.0,0.0
101997,14.872000000000002,0.0,0.0
101999,2.001999999999999,0.0,0.0
102059,54.054000000000016,0.0,0.0
102060,6779.200999999999,0.0,6692.4000000000015
102082,0.0,0.0,0.0
102132,0.0,0.0,0.0
103554,352.06600000000003,0.0,328.90000000000003
103558,33.891000000000005,0.0,0.0
103565,71.07100000000001,0.0,57.2
104066,376.2991999999999,329.8240000000001,299.84
104164,385.3356,755.56,755.56
104252,123.83800000000002,0.0,0.0
104258,0.0,0.0,0.0
104260,0.0,0.0,0.0
104270,0.0,0.0,0.0
104331,0.0,0.0,0.0
104472,22.307999999999996,0.0,0.0
104878,22.307999999999996,0.0,0.0
104880,0.0,0.0,0.0
105089,6431.710999999999,0.0,6349.2
105305,21.507200000000008,0.0,0.0
105313,0.0,0.0,0.0
106402,0.0,0.0,0.0
106541,118.7617,0.0,0.0
106900,0.0,0.0,0.0
106901,0.0,0.0,0.0
106941,0.0,0.0,0.0
106959,0.0,0.0,0.0
106965,35.75,0.0,0.0
106967,0.0,0.0,0.0
106970,3.2031999999999976,0.0,0.0
106977,19.447999999999997,0.0,0.0
